date,age_group,total_hospitalised,total_icu
2022-04-04,80 to 89,477,2
2022-04-04,90+,164,0
2022-04-04,Total,5583,122
2022-04-05,0 to 9,433,2
2022-04-05,10 to 19,295,2
2022-04-05,20 to 29,849,5
2022-04-05,30 to 39,874,18
2022-04-05,40 to 49,603,19
2022-04-05,50 to 59,731,37
2022-04-05,60 to 69,662,29
2022-04-05,70 to 79,649,12
2022-04-05,80 to 89,489,2
2022-04-05,90+,169,0
2022-04-05,Total,5754,126
2022-04-06,0 to 9,454,2
2022-04-06,10 to 19,307,2
2022-04-06,20 to 29,877,5
2022-04-06,30 to 39,892,18
2022-04-06,40 to 49,623,19
2022-04-06,50 to 59,750,38
2022-04-06,60 to 69,681,30
2022-04-06,70 to 79,670,12
2022-04-06,80 to 89,506,2
2022-04-06,90+,180,0
2022-04-06,Total,5940,128
2022-04-08,0 to 9,467,2
2022-04-08,10 to 19,313,2
2022-04-08,20 to 29,913,5
2022-04-08,30 to 39,931,18
2022-04-08,40 to 49,641,20
2022-04-08,50 to 59,773,38
2022-04-08,60 to 69,709,31
2022-04-08,70 to 79,694,14
2022-04-08,80 to 89,532,2
2022-04-08,90+,188,0
2022-04-08,Total,6161,132
2022-04-09,0 to 9,471,2
2022-04-09,10 to 19,320,2
2022-04-09,20 to 29,928,5
2022-04-09,30 to 39,961,18
2022-04-09,40 to 49,654,20
2022-04-09,50 to 59,789,38
2022-04-09,60 to 69,720,32
2022-04-09,70 to 79,700,14
2022-04-09,80 to 89,536,2
2022-04-09,90+,191,0
2022-04-09,Total,6270,133
2022-04-10,0 to 9,472,2
2022-04-10,10 to 19,322,2
2022-04-10,20 to 29,934,5
2022-04-10,30 to 39,967,18
2022-04-10,40 to 49,660,20
2022-04-10,50 to 59,791,38
2022-04-10,60 to 69,726,32
2022-04-10,70 to 79,705,14
2022-04-10,80 to 89,543,2
2022-04-10,90+,194,0
2022-04-10,Total,6314,133
2022-04-11,0 to 9,478,2
2022-04-11,10 to 19,332,2
2022-04-11,20 to 29,951,5
2022-04-11,30 to 39,981,18
2022-04-11,40 to 49,673,20
2022-04-11,50 to 59,804,38
2022-04-11,60 to 69,740,31
2022-04-11,70 to 79,715,14
2022-04-11,80 to 89,555,2
2022-04-11,90+,197,0
2022-04-11,Total,6426,132
2022-04-12,0 to 9,481,2
2022-04-12,10 to 19,337,2
2022-04-12,20 to 29,965,5
2022-04-12,30 to 39,1001,19
2022-04-12,40 to 49,678,20
2022-04-12,50 to 59,812,39
2022-04-12,60 to 69,750,32
2022-04-12,70 to 79,730,14
2022-04-12,80 to 89,562,3
2022-04-12,90+,204,1
2022-04-12,Total,6520,137
2022-04-13,0 to 9,491,2
2022-04-13,10 to 19,347,2
2022-04-13,20 to 29,983,5
2022-04-13,30 to 39,1019,19
2022-04-13,40 to 49,690,20
2022-04-13,50 to 59,824,42
2022-04-13,60 to 69,768,33
2022-04-13,70 to 79,744,14
2022-04-13,80 to 89,574,4
2022-04-13,90+,206,1
2022-04-13,Total,6646,142
2022-04-14,0 to 9,501,2
2022-04-14,10 to 19,352,2
2022-04-14,20 to 29,1005,5
2022-04-14,30 to 39,1044,19
2022-04-14,40 to 49,697,20
2022-04-14,50 to 59,833,44
2022-04-14,60 to 69,781,34
2022-04-14,70 to 79,756,14
2022-04-14,80 to 89,588,4
2022-04-14,90+,207,1
2022-04-14,Total,6764,145
2022-04-15,0 to 9,507,2
2022-04-15,10 to 19,358,3
2022-04-15,20 to 29,1016,5
2022-04-15,30 to 39,1060,19
2022-04-15,40 to 49,708,20
2022-04-15,50 to 59,838,45
2022-04-15,60 to 69,790,34
2022-04-15,70 to 79,774,14
2022-04-15,80 to 89,603,4
2022-04-15,90+,210,1
2022-04-15,Total,6864,147
2022-04-16,0 to 9,510,2
2022-04-16,10 to 19,360,3
2022-04-16,20 to 29,1018,5
2022-04-16,30 to 39,1069,19
2022-04-16,40 to 49,715,20
2022-04-16,50 to 59,840,45
2022-04-16,60 to 69,800,34
2022-04-16,70 to 79,781,14
2022-04-16,80 to 89,610,4
2022-04-16,90+,212,1
2022-04-16,Total,6915,147
2022-04-17,0 to 9,518,2
2022-04-17,10 to 19,366,3
2022-04-17,20 to 29,1031,5
2022-04-17,30 to 39,1075,19
2022-04-17,40 to 49,722,20
2022-04-17,50 to 59,845,45
2022-04-17,60 to 69,806,34
2022-04-17,70 to 79,787,14
2022-04-17,80 to 89,619,4
2022-04-17,90+,212,1
2022-04-17,Total,6981,147
2022-04-18,0 to 9,522,2
2022-04-18,10 to 19,374,3
2022-04-18,20 to 29,1038,5
2022-04-18,30 to 39,1087,19
2022-04-18,40 to 49,727,20
2022-04-18,50 to 59,851,45
2022-04-18,60 to 69,814,34
2022-04-18,70 to 79,797,14
2022-04-18,80 to 89,625,4
2022-04-18,90+,214,1
2022-04-18,Total,7049,147
2022-04-19,0 to 9,527,2
2022-04-19,10 to 19,376,3
2022-04-19,20 to 29,1048,5
2022-04-19,30 to 39,1097,20
2022-04-19,40 to 49,736,21
2022-04-19,50 to 59,860,47
2022-04-19,60 to 69,828,34
2022-04-19,70 to 79,808,14
2022-04-19,80 to 89,639,4
2022-04-19,90+,219,1
2022-04-19,Total,7138,151
2022-04-20,0 to 9,536,2
2022-04-20,10 to 19,378,3
2022-04-20,20 to 29,1063,5
2022-04-20,30 to 39,1118,20
2022-04-20,40 to 49,748,21
2022-04-20,50 to 59,869,46
2022-04-20,60 to 69,837,34
2022-04-20,70 to 79,827,14
2022-04-20,80 to 89,648,4
2022-04-20,90+,226,1
2022-04-20,Total,7250,150
2022-04-21,0 to 9,538,1
2022-04-21,10 to 19,384,3
2022-04-21,20 to 29,1071,5
2022-04-21,30 to 39,1132,20
2022-04-21,40 to 49,761,23
2022-04-21,50 to 59,877,46
2022-04-21,60 to 69,852,34
2022-04-21,70 to 79,839,15
2022-04-21,80 to 89,655,4
2022-04-21,90+,228,1
2022-04-21,Total,7337,152
2022-04-22,0 to 9,548,2
2022-04-22,10 to 19,391,3
2022-04-22,20 to 29,1090,5
2022-04-22,30 to 39,1151,20
2022-04-22,40 to 49,772,23
2022-04-22,50 to 59,889,46
2022-04-22,60 to 69,872,35
2022-04-22,70 to 79,850,15
2022-04-22,80 to 89,672,4
2022-04-22,90+,228,1
2022-04-22,Total,7463,154
2022-04-23,0 to 9,558,2
2022-04-23,10 to 19,391,3
2022-04-23,20 to 29,1109,5
2022-04-23,30 to 39,1170,21
2022-04-23,40 to 49,781,23
2022-04-23,50 to 59,902,46
2022-04-23,60 to 69,882,35
2022-04-23,70 to 79,863,14
2022-04-23,80 to 89,680,4
2022-04-23,90+,230,1
2022-04-23,Total,7566,154
2022-04-24,0 to 9,562,2
2022-04-24,10 to 19,396,3
2022-04-24,20 to 29,1116,5
2022-04-24,30 to 39,1178,21
2022-04-24,40 to 49,789,23
2022-04-24,50 to 59,908,46
2022-04-24,60 to 69,889,36
2022-04-24,70 to 79,869,14
2022-04-24,80 to 89,686,4
2022-04-24,90+,230,1
2022-04-24,Total,7623,155
2022-04-25,0 to 9,567,2
2022-04-25,10 to 19,401,3
2022-04-25,20 to 29,1126,6
2022-04-25,30 to 39,1189,23
2022-04-25,40 to 49,798,25
2022-04-25,50 to 59,912,47
2022-04-25,60 to 69,893,38
2022-04-25,70 to 79,874,14
2022-04-25,80 to 89,689,4
2022-04-25,90+,232,1
2022-04-25,Total,7681,163
2022-04-26,0 to 9,574,2
2022-04-26,10 to 19,405,3
2022-04-26,20 to 29,1136,6
2022-04-26,30 to 39,1214,24
2022-04-26,40 to 49,809,25
2022-04-26,50 to 59,926,47
2022-04-26,60 to 69,898,38
2022-04-26,70 to 79,892,15
2022-04-26,80 to 89,706,4
2022-04-26,90+,240,1
2022-04-26,Total,7800,165
2022-04-27,0 to 9,582,2
2022-04-27,10 to 19,412,3
2022-04-27,20 to 29,1151,6
2022-04-27,30 to 39,1236,23
2022-04-27,40 to 49,816,25
2022-04-27,50 to 59,943,47
2022-04-27,60 to 69,909,38
2022-04-27,70 to 79,904,15
2022-04-27,80 to 89,714,4
2022-04-27,90+,243,1
2022-04-27,Total,7910,164
