date,age_group,active,recovered,deceased,total
2022-04-21,Unknown,0,2,0,2
2022-04-21,Total,57491,812490,610,870591
2022-04-22,0 to 9,6639,104405,2,111046
2022-04-22,10 to 19,8178,152635,3,160816
2022-04-22,20 to 29,10380,161343,3,171726
2022-04-22,30 to 39,10777,147285,10,158072
2022-04-22,40 to 49,8963,114425,18,123406
2022-04-22,50 to 59,6846,74624,39,81509
2022-04-22,60 to 69,4499,40176,76,44751
2022-04-22,70 to 79,2194,16282,137,18613
2022-04-22,80 to 89,878,5807,198,6883
2022-04-22,90+,308,1302,141,1751
2022-04-22,Unknown,0,2,0,2
2022-04-22,Total,59662,818286,627,878575
2022-04-23,0 to 9,6445,105220,2,111667
2022-04-23,10 to 19,8029,153513,3,161545
2022-04-23,20 to 29,10388,162265,3,172656
2022-04-23,30 to 39,10763,148317,10,159090
2022-04-23,40 to 49,8931,115339,18,124288
2022-04-23,50 to 59,6915,75269,40,82224
2022-04-23,60 to 69,4544,40609,77,45230
2022-04-23,70 to 79,2219,16497,139,18855
2022-04-23,80 to 89,860,5911,198,6969
2022-04-23,90+,287,1330,146,1763
2022-04-23,Unknown,0,2,0,2
2022-04-23,Total,59381,824272,636,884289
2022-04-24,0 to 9,6187,106021,1,112209
2022-04-24,10 to 19,7891,154466,3,162360
2022-04-24,20 to 29,10337,163300,3,173640
2022-04-24,30 to 39,10562,149492,10,160064
2022-04-24,40 to 49,8876,116267,19,125162
2022-04-24,50 to 59,6998,75927,40,82965
2022-04-24,60 to 69,4610,41033,77,45720
2022-04-24,70 to 79,2219,16709,141,19069
2022-04-24,80 to 89,868,5992,203,7063
2022-04-24,90+,290,1348,147,1785
2022-04-24,Unknown,0,2,0,2
2022-04-24,Total,58838,830557,644,890039
2022-04-25,0 to 9,5834,106920,1,112755
2022-04-25,10 to 19,7505,155679,3,163187
2022-04-25,20 to 29,10058,164849,3,174910
2022-04-25,30 to 39,10260,151020,10,161290
2022-04-25,40 to 49,8605,117538,19,126162
2022-04-25,50 to 59,6909,76816,40,83765
2022-04-25,60 to 69,4501,41622,77,46200
2022-04-25,70 to 79,2154,16986,143,19283
2022-04-25,80 to 89,879,6056,204,7139
2022-04-25,90+,278,1375,149,1802
2022-04-25,Unknown,0,2,0,2
2022-04-25,Total,56983,838863,649,896495
2022-04-26,0 to 9,5421,108148,1,113570
2022-04-26,10 to 19,7228,157181,3,164412
2022-04-26,20 to 29,10059,166892,3,176954
2022-04-26,30 to 39,9766,153172,10,162948
2022-04-26,40 to 49,8355,119159,19,127533
2022-04-26,50 to 59,6913,78102,40,85055
2022-04-26,60 to 69,4488,42455,79,47022
2022-04-26,70 to 79,2170,17373,150,19693
2022-04-26,80 to 89,908,6218,211,7337
2022-04-26,90+,283,1433,155,1871
2022-04-26,Unknown,0,2,0,2
2022-04-26,Total,55591,850135,671,906397
2022-04-27,0 to 9,5072,109166,1,114239
2022-04-27,10 to 19,6966,158533,3,165502
2022-04-27,20 to 29,10111,168896,3,179010
2022-04-27,30 to 39,9380,155066,10,164456
2022-04-27,40 to 49,8074,120703,19,128796
2022-04-27,50 to 59,6891,79275,41,86207
2022-04-27,60 to 69,4464,43232,81,47777
2022-04-27,70 to 79,2205,17739,151,20095
2022-04-27,80 to 89,921,6376,214,7511
2022-04-27,90+,271,1496,160,1927
2022-04-27,Unknown,0,2,0,2
2022-04-27,Total,54355,860484,683,915522
2022-04-28,0 to 9,4760,110142,1,114903
2022-04-28,10 to 19,6752,159784,3,166539
2022-04-28,20 to 29,10163,170475,3,180641
2022-04-28,30 to 39,9135,156744,10,165889
2022-04-28,40 to 49,7817,122189,19,130025
2022-04-28,50 to 59,6821,80401,42,87264
2022-04-28,60 to 69,4399,43995,80,48474
2022-04-28,70 to 79,2220,18124,153,20497
2022-04-28,80 to 89,912,6523,221,7656
2022-04-28,90+,250,1543,164,1957
2022-04-28,Unknown,0,2,0,2
2022-04-28,Total,53229,869922,696,923847
2022-04-29,0 to 9,4539,111042,1,115582
2022-04-29,10 to 19,6615,160816,3,167434
2022-04-29,20 to 29,10198,171728,3,181929
2022-04-29,30 to 39,9002,158064,10,167076
2022-04-29,40 to 49,7595,123387,19,131001
2022-04-29,50 to 59,6718,81465,42,88225
2022-04-29,60 to 69,4316,44667,82,49065
2022-04-29,70 to 79,2240,18458,156,20854
2022-04-29,80 to 89,917,6665,222,7804
2022-04-29,90+,239,1594,164,1997
2022-04-29,Unknown,0,2,0,2
2022-04-29,Total,52379,877888,702,930969
2022-04-30,0 to 9,4498,111661,1,116160
2022-04-30,10 to 19,6601,161544,3,168148
2022-04-30,20 to 29,10349,172658,3,183010
2022-04-30,30 to 39,8883,159082,10,167975
2022-04-30,40 to 49,7540,124269,19,131828
2022-04-30,50 to 59,6760,82181,42,88983
2022-04-30,60 to 69,4318,45146,82,49546
2022-04-30,70 to 79,2280,18695,159,21134
2022-04-30,80 to 89,920,6749,224,7893
2022-04-30,90+,248,1606,164,2018
2022-04-30,Unknown,0,2,0,2
2022-04-30,Total,52397,883593,707,936697
2022-05-01,0 to 9,4552,112203,1,116756
2022-05-01,10 to 19,6712,162357,3,169072
2022-05-01,20 to 29,10585,173636,3,184224
2022-05-01,30 to 39,9000,160052,10,169062
2022-05-01,40 to 49,7658,125138,20,132816
2022-05-01,50 to 59,6963,82923,43,89929
2022-05-01,60 to 69,4374,45634,82,50090
2022-05-01,70 to 79,2340,18909,159,21408
2022-05-01,80 to 89,954,6841,226,8021
2022-05-01,90+,257,1625,166,2048
2022-05-01,Unknown,0,2,0,2
2022-05-01,Total,53395,889320,713,943428
2022-05-02,0 to 9,4763,112749,1,117513
2022-05-02,10 to 19,7064,163181,3,170248
2022-05-02,20 to 29,11072,174902,3,185977
2022-05-02,30 to 39,9330,161283,10,170623
2022-05-02,40 to 49,7969,126142,20,134131
2022-05-02,50 to 59,7397,83728,44,91169
2022-05-02,60 to 69,4688,46113,84,50885
2022-05-02,70 to 79,2565,19120,162,21847
2022-05-02,80 to 89,1065,6911,234,8210
2022-05-02,90+,281,1641,170,2092
2022-05-02,Unknown,0,2,0,2
2022-05-02,Total,56194,895772,731,952697
2022-05-03,0 to 9,4563,113569,2,118134
2022-05-03,10 to 19,6908,164407,4,171319
2022-05-03,20 to 29,10793,176953,3,187749
2022-05-03,30 to 39,9104,162935,10,172049
2022-05-03,40 to 49,7779,127508,22,135309
2022-05-03,50 to 59,7247,85008,45,92300
2022-05-03,60 to 69,4612,46933,86,51631
2022-05-03,70 to 79,2552,19525,169,22246
2022-05-03,80 to 89,1047,7102,239,8388
2022-05-03,90+,259,1703,173,2135
2022-05-03,Unknown,0,2,0,2
2022-05-03,Total,54864,905645,753,961262
2022-05-04,0 to 9,4500,114236,3,118739
2022-05-04,10 to 19,6845,165499,4,172348
2022-05-04,20 to 29,10607,179003,3,189613
2022-05-04,30 to 39,9067,164440,10,173517
2022-05-04,40 to 49,7680,128767,23,136470
2022-05-04,50 to 59,7256,86160,45,93461
2022-05-04,60 to 69,4665,47686,91,52442
2022-05-04,70 to 79,2564,19924,171,22659
2022-05-04,80 to 89,1028,7270,247,8545
2022-05-04,90+,232,1754,177,2163
2022-05-04,Unknown,0,2,0,2
2022-05-04,Total,54444,914741,774,969959
2022-05-05,0 to 9,4469,114898,3,119370
2022-05-05,10 to 19,6691,166536,4,173231
2022-05-05,20 to 29,10399,180633,3,191035
2022-05-05,30 to 39,8863,165872,10,174745
2022-05-05,40 to 49,7468,129992,25,137485
2022-05-05,50 to 59,7198,87217,46,94461
2022-05-05,60 to 69,4670,48383,92,53145
2022-05-05,70 to 79,2525,20320,178,23023
2022-05-05,80 to 89,1023,7404,254,8681
2022-05-05,90+,241,1779,182,2202
2022-05-05,Unknown,0,2,0,2
2022-05-05,Total,53547,923036,797,977380
2022-05-06,0 to 9,4416,115577,3,119996
2022-05-06,10 to 19,6692,167431,4,174127
2022-05-06,20 to 29,10361,181921,3,192285
2022-05-06,30 to 39,8726,167061,10,175797
2022-05-06,40 to 49,7409,130966,25,138400
2022-05-06,50 to 59,7145,88179,46,95370
2022-05-06,60 to 69,4727,48975,93,53795
2022-05-06,70 to 79,2523,20677,180,23380
2022-05-06,80 to 89,1018,7549,258,8825
2022-05-06,90+,238,1817,186,2241
2022-05-06,Unknown,0,2,0,2
2022-05-06,Total,53255,930155,808,984218
2022-05-07,0 to 9,4368,116155,3,120526
2022-05-07,10 to 19,6710,168144,4,174858
2022-05-07,20 to 29,10302,183004,3,193309
2022-05-07,30 to 39,8825,167961,10,176796
2022-05-07,40 to 49,7394,131794,25,139213
2022-05-07,50 to 59,7157,88935,47,96139
2022-05-07,60 to 69,4736,49454,93,54283
2022-05-07,70 to 79,2490,20955,180,23625
2022-05-07,80 to 89,1035,7638,259,8932
2022-05-07,90+,239,1838,186,2263
2022-05-07,Unknown,0,2,0,2
2022-05-07,Total,53256,935880,810,989946
2022-05-08,0 to 9,4338,116751,3,121092
2022-05-08,10 to 19,6802,169067,4,175873
2022-05-08,20 to 29,10202,184218,3,194423
2022-05-08,30 to 39,8808,169049,10,177867
2022-05-08,40 to 49,7327,132781,25,140133
2022-05-08,50 to 59,7102,89880,47,97029
2022-05-08,60 to 69,4716,49998,93,54807
2022-05-08,70 to 79,2483,21228,180,23891
2022-05-08,80 to 89,997,7764,261,9022
2022-05-08,90+,224,1868,186,2278
2022-05-08,Unknown,0,2,0,2
2022-05-08,Total,52999,942606,812,996417
2022-05-09,0 to 9,4783,117238,3,122024
2022-05-09,10 to 19,7383,169803,4,177190
2022-05-09,20 to 29,10723,185320,3,196046
2022-05-09,30 to 39,9289,170061,10,179360
2022-05-09,40 to 49,7756,133685,25,141466
2022-05-09,50 to 59,7413,90745,47,98205
2022-05-09,60 to 69,4948,50534,93,55575
2022-05-09,70 to 79,2576,21538,186,24300
2022-05-09,80 to 89,1035,7887,264,9186
2022-05-09,90+,225,1904,191,2320
2022-05-09,Unknown,0,2,0,2
2022-05-09,Total,56131,948717,826,1005674
2022-05-10,0 to 9,4615,118127,3,122745
2022-05-10,10 to 19,6992,171315,4,178311
2022-05-10,20 to 29,9798,187738,3,197539
2022-05-10,30 to 39,8591,172034,10,180635
2022-05-10,40 to 49,7346,135277,26,142649
2022-05-10,50 to 59,6950,92251,48,99249
2022-05-10,60 to 69,4622,51529,95,56246
2022-05-10,70 to 79,2416,22055,194,24665
2022-05-10,80 to 89,940,8113,276,9329
2022-05-10,90+,212,1943,196,2351
2022-05-10,Unknown,0,2,0,2
2022-05-10,Total,52482,960384,855,1013721
2022-05-11,0 to 9,4748,118732,3,123483
2022-05-11,10 to 19,7243,172345,4,179592
2022-05-11,20 to 29,9747,189605,3,199355
2022-05-11,30 to 39,8752,173506,10,182268
2022-05-11,40 to 49,7605,136437,26,144068
2022-05-11,50 to 59,7024,93411,48,100483
2022-05-11,60 to 69,4569,52341,95,57005
2022-05-11,70 to 79,2415,22466,195,25076
2022-05-11,80 to 89,935,8269,277,9481
2022-05-11,90+,225,1965,202,2392
2022-05-11,Unknown,0,2,0,2
2022-05-11,Total,53263,969079,863,1023205
2022-05-12,0 to 9,4809,119366,3,124178
2022-05-12,10 to 19,7413,173225,4,180642
2022-05-12,20 to 29,9568,191029,5,200602
2022-05-12,30 to 39,8738,174733,13,183484
2022-05-12,40 to 49,7756,137454,26,145236
2022-05-12,50 to 59,6997,94404,51,101452
2022-05-12,60 to 69,4487,53043,99,57629
2022-05-12,70 to 79,2420,22826,201,25447
2022-05-12,80 to 89,953,8406,280,9639
2022-05-12,90+,217,1995,210,2422
2022-05-12,Unknown,0,2,0,2
2022-05-12,Total,53358,976483,892,1030733
2022-05-13,0 to 9,4867,119992,3,124862
2022-05-13,10 to 19,7579,174118,4,181701
2022-05-13,20 to 29,9348,192276,5,201629
2022-05-13,30 to 39,8843,175778,13,184634
2022-05-13,40 to 49,7925,138367,26,146318
2022-05-13,50 to 59,7018,95311,52,102381
2022-05-13,60 to 69,4509,53690,100,58299
2022-05-13,70 to 79,2401,23177,205,25783
2022-05-13,80 to 89,961,8543,286,9790
2022-05-13,90+,209,2032,215,2456
2022-05-13,Unknown,0,2,0,2
2022-05-13,Total,53660,983286,909,1037855
2022-05-14,0 to 9,4856,120521,3,125380
2022-05-14,10 to 19,7767,174849,4,182620
2022-05-14,20 to 29,9155,193302,5,202462
2022-05-14,30 to 39,8792,176779,13,185584
2022-05-14,40 to 49,8084,139181,26,147291
2022-05-14,50 to 59,7033,96078,54,103165
2022-05-14,60 to 69,4519,54177,101,58797
2022-05-14,70 to 79,2393,23420,206,26019
2022-05-14,80 to 89,949,8645,293,9887
2022-05-14,90+,207,2051,218,2476
2022-05-14,Unknown,0,2,0,2
2022-05-14,Total,53755,989005,923,1043683
2022-05-15,0 to 9,4903,121088,3,125994
2022-05-15,10 to 19,7875,175864,4,183743
2022-05-15,20 to 29,9066,194416,5,203487
2022-05-15,30 to 39,8913,177850,13,186776
2022-05-15,40 to 49,8314,140100,26,148440
2022-05-15,50 to 59,7134,96967,55,104156
2022-05-15,60 to 69,4604,54701,101,59406
2022-05-15,70 to 79,2413,23686,207,26306
2022-05-15,80 to 89,964,8734,294,9992
2022-05-15,90+,211,2063,221,2495
2022-05-15,Unknown,0,2,0,2
2022-05-15,Total,54397,995471,929,1050797
2022-05-16,0 to 9,4856,122021,3,126880
2022-05-16,10 to 19,8102,177181,4,185287
2022-05-16,20 to 29,8944,196040,5,204989
2022-05-16,30 to 39,9007,179348,13,188368
2022-05-16,40 to 49,8467,141435,26,149928
2022-05-16,50 to 59,7250,98148,55,105453
2022-05-16,60 to 69,4715,55468,102,60285
2022-05-16,70 to 79,2487,24092,211,26790
2022-05-16,80 to 89,1009,8894,294,10197
2022-05-16,90+,205,2102,224,2531
2022-05-16,Unknown,0,2,0,2
2022-05-16,Total,55042,1004731,937,1060710
2022-05-17,0 to 9,4971,122742,3,127716
2022-05-17,10 to 19,8373,178302,4,186679
2022-05-17,20 to 29,9012,197533,6,206551
2022-05-17,30 to 39,9254,180622,13,189889
2022-05-17,40 to 49,8827,142611,30,151468
2022-05-17,50 to 59,7471,99192,57,106720
2022-05-17,60 to 69,4852,56138,105,61095
2022-05-17,70 to 79,2597,24448,219,27264
2022-05-17,80 to 89,1063,9032,303,10398
2022-05-17,90+,232,2132,227,2591
2022-05-17,Unknown,0,2,0,2
2022-05-17,Total,56652,1012754,967,1070373
2022-05-18,0 to 9,4905,123480,3,128388
2022-05-18,10 to 19,8353,179580,4,187937
2022-05-18,20 to 29,8600,199349,6,207955
2022-05-18,30 to 39,9208,182253,13,191474
2022-05-18,40 to 49,8833,144031,30,152894
2022-05-18,50 to 59,7482,100426,57,107965
2022-05-18,60 to 69,4916,56898,106,61920
2022-05-18,70 to 79,2676,24856,220,27752
2022-05-18,80 to 89,1142,9177,307,10626
2022-05-18,90+,246,2171,227,2644
2022-05-18,Unknown,0,2,0,2
2022-05-18,Total,56361,1022223,973,1079557
2022-05-19,0 to 9,4840,124174,3,129017
2022-05-19,10 to 19,8393,180633,4,189030
2022-05-19,20 to 29,8473,200595,6,209074
2022-05-19,30 to 39,9269,183470,13,192752
2022-05-19,40 to 49,8960,145206,29,154195
2022-05-19,50 to 59,7620,101391,58,109069
2022-05-19,60 to 69,4990,57521,106,62617
2022-05-19,70 to 79,2734,25224,224,28182
2022-05-19,80 to 89,1181,9333,312,10826
2022-05-19,90+,274,2193,235,2702
2022-05-19,Unknown,0,2,0,2
2022-05-19,Total,56734,1029742,990,1087466
2022-05-20,0 to 9,4765,124857,3,129625
2022-05-20,10 to 19,8368,181694,4,190066
2022-05-20,20 to 29,8336,201624,6,209966
2022-05-20,30 to 39,9109,184619,13,193741
2022-05-20,40 to 49,8954,146286,29,155269
2022-05-20,50 to 59,7621,102321,58,110000
2022-05-20,60 to 69,4879,58191,107,63177
2022-05-20,70 to 79,2779,25560,226,28565
2022-05-20,80 to 89,1226,9481,315,11022
2022-05-20,90+,298,2225,236,2759
2022-05-20,Unknown,0,2,0,2
2022-05-20,Total,56335,1036860,997,1094192
2022-05-21,0 to 9,4668,125376,3,130047
2022-05-21,10 to 19,8226,182613,4,190843
2022-05-21,20 to 29,8225,202457,6,210688
2022-05-21,30 to 39,8932,185569,13,194514
2022-05-21,40 to 49,8808,147258,29,156095
2022-05-21,50 to 59,7566,103106,58,110730
2022-05-21,60 to 69,4842,58687,108,63637
2022-05-21,70 to 79,2794,25796,228,28818
2022-05-21,80 to 89,1208,9571,320,11099
2022-05-21,90+,296,2243,238,2777
2022-05-21,Unknown,0,2,0,2
2022-05-21,Total,55565,1042678,1007,1099250
2022-05-22,0 to 9,4631,125989,3,130623
2022-05-22,10 to 19,8124,183736,4,191864
2022-05-22,20 to 29,8014,203483,6,211503
2022-05-22,30 to 39,8697,186761,14,195472
2022-05-22,40 to 49,8655,148408,29,157092
2022-05-22,50 to 59,7429,104096,58,111583
2022-05-22,60 to 69,4737,59297,108,64142
2022-05-22,70 to 79,2731,26081,228,29040
2022-05-22,80 to 89,1197,9673,324,11194
2022-05-22,90+,302,2257,243,2802
2022-05-22,Unknown,0,2,0,2
2022-05-22,Total,54517,1049783,1017,1105317
2022-05-23,0 to 9,4520,126876,3,131399
2022-05-23,10 to 19,7956,185280,4,193240
2022-05-23,20 to 29,7671,204983,6,212660
2022-05-23,30 to 39,8376,188355,14,196745
2022-05-23,40 to 49,8554,149900,30,158484
2022-05-23,50 to 59,7247,105393,58,112698
2022-05-23,60 to 69,4633,60180,109,64922
2022-05-23,70 to 79,2654,26566,229,29449
2022-05-23,80 to 89,1164,9885,327,11376
2022-05-23,90+,308,2294,251,2853
2022-05-23,Unknown,0,2,0,2
2022-05-23,Total,53083,1059714,1031,1113828
2022-05-24,0 to 9,4386,127712,4,132102
2022-05-24,10 to 19,7731,186673,4,194408
2022-05-24,20 to 29,7268,206544,6,213818
2022-05-24,30 to 39,8215,189875,14,198104
2022-05-24,40 to 49,8355,151440,30,159825
2022-05-24,50 to 59,7078,106659,58,113795
2022-05-24,60 to 69,4589,60989,110,65688
2022-05-24,70 to 79,2609,27039,230,29878
2022-05-24,80 to 89,1158,10079,330,11567
2022-05-24,90+,290,2343,255,2888
2022-05-24,Unknown,0,2,0,2
2022-05-24,Total,51679,1069355,1041,1122075
2022-05-25,0 to 9,4332,128383,4,132719
2022-05-25,10 to 19,7508,187933,4,195445
2022-05-25,20 to 29,7010,207949,6,214965
2022-05-25,30 to 39,7897,191462,14,199373
2022-05-25,40 to 49,8192,152864,30,161086
2022-05-25,50 to 59,6914,107904,58,114876
2022-05-25,60 to 69,4442,61811,112,66365
2022-05-25,70 to 79,2521,27524,232,30277
2022-05-25,80 to 89,1080,10300,338,11718
2022-05-25,90+,275,2389,259,2923
2022-05-25,Unknown,0,2,0,2
2022-05-25,Total,50171,1078521,1057,1129749
2022-05-26,0 to 9,4227,129013,4,133244
2022-05-26,10 to 19,7352,189026,4,196382
2022-05-26,20 to 29,6868,209066,6,215940
2022-05-26,30 to 39,7808,192736,15,200559
2022-05-26,40 to 49,8022,154162,34,162218
2022-05-26,50 to 59,6811,109001,62,115874
2022-05-26,60 to 69,4410,62505,114,67029
2022-05-26,70 to 79,2433,27951,237,30621
2022-05-26,80 to 89,1042,10490,344,11876
2022-05-26,90+,256,2440,267,2963
2022-05-26,Unknown,0,2,0,2
2022-05-26,Total,49229,1086392,1087,1136708
2022-05-27,0 to 9,4198,129623,4,133825
2022-05-27,10 to 19,7207,190060,4,197271
2022-05-27,20 to 29,6819,209955,7,216781
2022-05-27,30 to 39,7834,193725,15,201574
2022-05-27,40 to 49,8042,155236,33,163311
2022-05-27,50 to 59,6721,109931,62,116714
2022-05-27,60 to 69,4475,63065,116,67656
2022-05-27,70 to 79,2416,28333,241,30990
2022-05-27,80 to 89,997,10681,347,12025
2022-05-27,90+,237,2491,269,2997
2022-05-27,Unknown,0,2,0,2
2022-05-27,Total,48946,1093102,1098,1143146
2022-05-28,0 to 9,4180,130045,4,134229
2022-05-28,10 to 19,7139,190837,4,197980
2022-05-28,20 to 29,6713,210677,7,217397
2022-05-28,30 to 39,7878,194498,15,202391
2022-05-28,40 to 49,8004,156061,34,164099
2022-05-28,50 to 59,6687,110660,62,117409
2022-05-28,60 to 69,4518,63524,117,68159
2022-05-28,70 to 79,2438,28579,245,31262
2022-05-28,80 to 89,992,10756,350,12098
2022-05-28,90+,237,2513,269,3019
2022-05-28,Unknown,0,2,0,2
2022-05-28,Total,48786,1098152,1107,1148045
2022-05-29,0 to 9,4118,130621,4,134743
2022-05-29,10 to 19,6976,191858,4,198838
2022-05-29,20 to 29,6650,211492,7,218149
2022-05-29,30 to 39,7884,195456,15,203355
2022-05-29,40 to 49,8004,157057,34,165095
2022-05-29,50 to 59,6697,111514,62,118273
2022-05-29,60 to 69,4575,64028,117,68720
2022-05-29,70 to 79,2499,28800,246,31545
2022-05-29,80 to 89,979,10849,353,12181
2022-05-29,90+,238,2537,270,3045
2022-05-29,Unknown,0,2,0,2
2022-05-29,Total,48620,1104214,1112,1153946
2022-05-30,0 to 9,4078,131397,4,135479
2022-05-30,10 to 19,6817,193234,4,200055
2022-05-30,20 to 29,6633,212649,7,219289
2022-05-30,30 to 39,8034,196729,15,204778
2022-05-30,40 to 49,7953,158449,33,166435
2022-05-30,50 to 59,6705,112628,63,119396
2022-05-30,60 to 69,4666,64806,118,69590
2022-05-30,70 to 79,2526,29208,248,31982
2022-05-30,80 to 89,1006,11019,360,12385
2022-05-30,90+,252,2580,276,3108
2022-05-30,Unknown,0,2,0,2
2022-05-30,Total,48670,1112701,1128,1162499
2022-05-31,0 to 9,4048,132099,4,136151
2022-05-31,10 to 19,6730,194403,4,201137
2022-05-31,20 to 29,6633,213808,7,220448
2022-05-31,30 to 39,8081,198088,15,206184
2022-05-31,40 to 49,7933,159789,34,167756
2022-05-31,50 to 59,6815,113727,63,120605
2022-05-31,60 to 69,4693,65568,118,70379
2022-05-31,70 to 79,2559,29632,250,32441
2022-05-31,80 to 89,991,11207,365,12563
2022-05-31,90+,256,2613,280,3149
2022-05-31,Unknown,0,2,0,2
2022-05-31,Total,48739,1120936,1140,1170815
2022-06-01,0 to 9,4015,132716,4,136735
2022-06-01,10 to 19,6528,195438,4,201970
2022-06-01,20 to 29,6613,214958,7,221578
2022-06-01,30 to 39,8120,199357,15,207492
2022-06-01,40 to 49,7961,161049,35,169045
2022-06-01,50 to 59,6934,114811,63,121808
2022-06-01,60 to 69,4877,66243,120,71240
2022-06-01,70 to 79,2677,30027,251,32955
2022-06-01,80 to 89,1056,11353,371,12780
2022-06-01,90+,283,2647,281,3211
2022-06-01,Unknown,0,2,0,2
2022-06-01,Total,49064,1128601,1151,1178816
2022-06-02,0 to 9,4024,133240,4,137268
2022-06-02,10 to 19,6363,196375,4,202742
2022-06-02,20 to 29,6398,215937,7,222342
2022-06-02,30 to 39,7971,200543,15,208529
2022-06-02,40 to 49,7887,162179,35,170101
2022-06-02,50 to 59,6843,115812,63,122718
2022-06-02,60 to 69,4876,66905,122,71903
2022-06-02,70 to 79,2722,30368,253,33343
2022-06-02,80 to 89,1071,11508,374,12953
2022-06-02,90+,279,2685,286,3250
2022-06-02,Unknown,0,2,0,2
2022-06-02,Total,48434,1135554,1163,1185151
2022-06-03,0 to 9,3950,133821,4,137775
2022-06-03,10 to 19,6253,197264,4,203521
2022-06-03,20 to 29,6292,216784,7,223083
2022-06-03,30 to 39,8022,201559,15,209596
2022-06-03,40 to 49,7872,163274,34,171180
2022-06-03,50 to 59,6895,116654,63,123612
2022-06-03,60 to 69,4922,67532,122,72576
2022-06-03,70 to 79,2788,30735,256,33779
2022-06-03,80 to 89,1111,11652,377,13140
2022-06-03,90+,287,2719,290,3296
2022-06-03,Unknown,0,2,0,2
2022-06-03,Total,48392,1141996,1172,1191560
2022-06-04,0 to 9,3932,134228,4,138164
2022-06-04,10 to 19,6092,197972,4,204068
2022-06-04,20 to 29,6228,217399,7,223634
2022-06-04,30 to 39,7961,202375,15,210351
2022-06-04,40 to 49,7787,164062,34,171883
2022-06-04,50 to 59,6863,117348,63,124274
2022-06-04,60 to 69,4880,68034,122,73036
2022-06-04,70 to 79,2789,31007,258,34054
2022-06-04,80 to 89,1139,11724,379,13242
2022-06-04,90+,294,2738,293,3325
2022-06-04,Unknown,0,2,0,2
2022-06-04,Total,47965,1146889,1179,1196033
2022-06-06,0 to 9,3643,135475,4,139122
2022-06-06,10 to 19,5322,200047,4,205373
2022-06-06,20 to 29,5666,219286,7,224959
2022-06-06,30 to 39,7289,204760,15,212064
2022-06-06,40 to 49,7234,166398,35,173667
2022-06-06,50 to 59,6372,119330,65,125767
2022-06-06,60 to 69,4457,69465,123,74045
2022-06-06,70 to 79,2626,31722,262,34610
2022-06-06,80 to 89,1049,12007,384,13440
2022-06-06,90+,245,2822,295,3362
2022-06-06,Unknown,0,2,0,2
2022-06-06,Total,43903,1161314,1194,1206411
2022-06-07,0 to 9,3555,136147,4,139706
2022-06-07,10 to 19,5110,201130,4,206244
2022-06-07,20 to 29,5403,220447,7,225857
2022-06-07,30 to 39,7036,206167,15,213218
2022-06-07,40 to 49,7005,167719,35,174759
2022-06-07,50 to 59,6204,120537,68,126809
2022-06-07,60 to 69,4403,70252,125,74780
2022-06-07,70 to 79,2638,32177,265,35080
2022-06-07,80 to 89,1084,12178,391,13653
2022-06-07,90+,281,2855,302,3438
2022-06-07,Unknown,0,2,0,2
2022-06-07,Total,42719,1169611,1216,1213546
2022-06-08,0 to 9,3662,136730,4,140396
2022-06-08,10 to 19,5131,201965,4,207100
2022-06-08,20 to 29,5498,221578,7,227083
2022-06-08,30 to 39,7043,207477,15,214535
2022-06-08,40 to 49,7043,169008,36,176087
2022-06-08,50 to 59,6203,121738,68,128009
2022-06-08,60 to 69,4413,71113,126,75652
2022-06-08,70 to 79,2600,32687,272,35559
2022-06-08,80 to 89,1028,12389,400,13817
2022-06-08,90+,264,2912,308,3484
2022-06-08,Unknown,0,2,0,2
2022-06-08,Total,42885,1177599,1240,1221724
2022-06-09,0 to 9,3636,137264,4,140904
2022-06-09,10 to 19,5079,202739,4,207822
2022-06-09,20 to 29,5566,222335,7,227908
2022-06-09,30 to 39,7084,208512,15,215611
2022-06-09,40 to 49,7070,170066,36,177172
2022-06-09,50 to 59,6254,122646,68,128968
2022-06-09,60 to 69,4428,71776,126,76330
2022-06-09,70 to 79,2616,33074,272,35962
2022-06-09,80 to 89,1017,12561,403,13981
2022-06-09,90+,268,2947,312,3527
2022-06-09,Unknown,0,2,0,2
2022-06-09,Total,43018,1183922,1247,1228187
2022-06-10,0 to 9,3542,137770,4,141316
2022-06-10,10 to 19,4828,203517,4,208349
2022-06-10,20 to 29,5588,223072,7,228667
2022-06-10,30 to 39,6877,209580,15,216472
2022-06-10,40 to 49,6817,171145,36,177998
2022-06-10,50 to 59,6138,123543,68,129749
2022-06-10,60 to 69,4339,72448,127,76914
2022-06-10,70 to 79,2502,33508,275,36285
2022-06-10,80 to 89,996,12739,404,14139
2022-06-10,90+,257,2988,314,3559
2022-06-10,Unknown,0,2,0,2
2022-06-10,Total,41884,1190312,1254,1233450
2022-06-11,0 to 9,3533,138159,4,141696
2022-06-11,10 to 19,4771,204064,4,208839
2022-06-11,20 to 29,5606,223623,7,229236
2022-06-11,30 to 39,6849,210335,15,217199
2022-06-11,40 to 49,6785,171849,35,178669
2022-06-11,50 to 59,6130,124205,68,130403
2022-06-11,60 to 69,4415,72908,127,77450
2022-06-11,70 to 79,2540,33783,278,36601
2022-06-11,80 to 89,1048,12839,408,14295
2022-06-11,90+,257,3017,315,3589
2022-06-11,Unknown,0,2,0,2
2022-06-11,Total,41934,1194784,1261,1237979
2022-06-12,0 to 9,3425,138612,4,142041
